0.01,0.015,unused
0.01,0.03,unused
0.01,0.045,unused
0.01,0.06,unused
0.01,0.075,unused
0.01,0.09,unused
0.01,0.105,unused
0.02,0.015,unused
0.02,0.03,unused
0.02,0.045,unused
0.02,0.06,unused
0.02,0.075,unused
0.02,0.09,unused
0.02,0.105,unused
